"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86"
"20","0","25.779078","30.942482","42.682306","48.216313","57.008614","62.04776","75.012305","89.558848","100.47055","108.67634","113.79422","130.28013","140.92827","155.23328","173.9021","182.62359","200.44238","212.51012","223.25415","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","431.96613","458.34819","476.09909","486.33506","503.77659","518.12097","544.79675","565.4649","591.04682","609.33697","635.41141","649.60456","676.0325","694.59959","717.9121","742.11776","759.50626","787.01346","812.87994","831.07388","854.37225","880.20631","899.13463","914.3094","1031.8679","1088.3808","1206.5746","1497.8499","1789.661","2666.361","3993.0229","4072.4363","4186.3778","4599.4516","4729.4732","7032.7863","7761.3693","7966.6078","8129.0242","8352.6773","9166.5108","9436.5218","0","0","0","0","0","0","0","0","0","0","0","0"
"21","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.008614","62.194871","71.182733","75.012305","89.735571","108.67634","113.79422","130.49326","140.92827","155.69872","175.13496","182.37144","200.17821","212.51012","222.97536","245.53704","262.49088","272.87316","281.26137","298.74124","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","417.35068","432.35414","459.14773","476.50644","486.33506","504.1956","519.39631","544.36118","565.4649","591.04682","609.33697","623.70354","635.88199","650.08036","676.51788","695.09159","718.41229","742.11776","759.50626","785.96657","798.04788","812.87994","831.07388","854.9179","880.76015","899.13463","914.87386","1032.4676","1073.0411","1088.9967","1105.07","1207.223","1381.0302","1497.8499","1789.661","2080.9471","2667.3249","3994.2024","4074.8189","4187.5856","4596.9203","7247.2736","7763.0137","7968.2738","8130.7072","8354.3832","9168.2979","0","0","0","0","0","0","0"
"22","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.008614","62.04776","71.182733","75.012305","89.735571","108.67634","113.79422","129.42936","140.92827","155.46591","173.65605","182.37144","200.17821","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","397.75819","416.96946","432.35414","458.74787","476.09909","486.33506","503.77659","518.54591","544.36118","565.4649","591.04682","609.33697","623.70354","635.88199","650.08036","676.51788","695.09159","718.41229","742.11776","759.50626","785.96657","812.87994","831.07388","854.9179","881.31416","899.13463","914.3094","1031.8679","1072.4298","1088.9967","1105.07","1206.5746","1380.3367","1497.8499","1788.8715","2667.3249","3993.0229","4073.6275","4187.5856","4598.1859","5274.4574","7761.3693","7966.6078","8129.0242","8352.6773","9166.5108","10525.098","0","0","0","0","0","0","0","0"
"23","0","25.779078","30.942482","42.682306","48.086795","56.867774","62.194871","71.025345","75.012305","89.735571","108.48185","113.5952","130.49326","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","245.24466","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.21289","349.78958","377.91067","397.38602","416.58841","431.96613","458.34819","475.69191","485.92353","503.77659","518.54591","543.49057","565.02114","590.59314","608.87632","635.41141","649.60456","675.54728","694.10776","717.9121","741.60939","758.99196","785.44338","797.52069","812.34787","830.53589","854.37225","881.31416","898.57505","914.3094","1031.2684","1071.8186","1088.3808","1205.9263","1497.1276","1788.0822","2665.3973","3525.2012","3991.8435","4071.2453","4183.9629","4596.9203","4733.3248","5953.8234","7029.6561","7756.437","7961.6107","8123.9765","8347.5606","9162.9371","0","0","0","0","0","0","0","0","0"
"24","0","20.32235","25.779078","32.839553","42.804334","48.086795","57.008614","62.194871","71.182733","75.012305","89.735571","95.11826","108.67634","113.79422","129.42936","153.60969","175.13496","182.62359","200.17821","212.7823","222.97536","238.85627","262.49088","272.56493","281.57448","309.15381","324.09828","332.55318","350.48809","378.2736","397.75819","416.96946","432.35414","459.14773","476.09909","486.33506","503.77659","518.54591","544.36118","565.4649","591.04682","609.33697","635.88199","650.08036","676.51788","694.59959","718.41229","742.62632","760.02074","785.96657","798.04788","812.87994","830.53589","854.9179","882.42272","899.13463","914.87386","1031.8679","1072.4298","1088.9967","1206.5746","1497.8499","2667.3249","3994.2024","4074.8189","4187.5856","4600.7176","7247.2736","7761.3693","7966.6078","8129.0242","8354.3832","9168.2979","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.008614","62.194871","71.182733","75.012305","89.735571","108.48185","113.79422","129.42936","153.60969","175.13496","182.37144","200.17821","212.51012","222.69673","238.56789","245.24466","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","377.91067","397.75819","416.96946","432.35414","458.74787","476.09909","485.92353","503.77659","518.54591","544.36118","565.02114","590.59314","608.87632","636.35274","649.60456","676.51788","694.59959","718.41229","742.11776","759.50626","785.44338","797.52069","812.34787","830.53589","854.9179","881.86835","898.57505","914.3094","1031.2684","1072.4298","1088.3808","1104.4496","1206.5746","1380.3367","1497.1276","1788.0822","2665.3973","3991.8435","4072.4363","4186.3778","4598.1859","7758.081","7964.9419","8125.6589","8350.9715","9164.7238","0","0","0","0","0","0","0","0","0","0"
"26","0","25.779078","30.942482","42.682306","48.216313","56.727108","62.04776","71.025345","75.012305","89.735571","95.11826","108.48185","113.79422","129.42936","140.92827","155.46591","174.88804","182.37144","200.17821","212.51012","222.97536","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","377.91067","397.75819","416.96946","432.35414","458.74787","476.09909","485.92353","503.77659","518.54591","544.36118","565.4649","590.59314","606.11608","635.88199","650.08036","675.54728","695.09159","718.41229","741.60939","758.47784","785.96657","812.34787","831.61205","854.9179","879.09915","899.13463","914.3094","1031.8679","1088.9967","1206.5746","1497.8499","2307.3131","2667.3249","3251.4665","3526.3095","3993.0229","4073.6275","4186.3778","4599.4516","4730.7569","7032.7863","7759.725","7964.9419","8129.0242","8354.3832","9168.2979","9436.5218","0","0","0","0","0","0","0","0","0"
"27","0","20.32235","25.779078","30.942482","42.682306","48.216313","57.008614","62.04776","71.182733","75.012305","89.735571","94.936312","108.48185","113.79422","130.49326","140.92827","153.60969","175.13496","182.62359","200.44238","212.51012","222.97536","245.24466","262.49088","272.56493","281.26137","298.74124","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","417.35068","432.35414","458.74787","476.50644","486.33506","504.1956","518.97102","543.92579","565.4649","591.04682","609.7978","636.35274","650.08036","676.51788","695.09159","718.41229","742.11776","758.99196","786.48993","812.87994","831.61205","854.9179","879.65264","899.13463","914.87386","1031.8679","1073.0411","1088.9967","1105.07","1207.223","1497.8499","2667.3249","3994.2024","4074.8189","4188.7935","4598.1859","7248.8626","7763.0137","7968.2738","8130.7072","8356.0893","9168.2979","0","0","0","0","0","0","0","0","0","0","0"
"28","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.008614","62.342156","75.012305","89.735571","108.48185","113.79422","130.28013","155.23328","173.65605","182.37144","200.44238","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","377.91067","398.13052","416.96946","432.35414","459.94797","476.09909","485.92353","503.77659","518.97102","543.92579","565.4649","590.59314","616.26763","637.29477","650.08036","677.00344","694.59959","718.91265","742.11776","759.50626","798.04788","812.34787","855.46373","881.86835","899.13463","914.87386","1031.2684","1073.0411","1088.9967","1206.5746","1497.8499","2667.3249","3993.0229","4072.4363","4186.3778","4596.9203","4732.0407","7031.2211","7759.725","7964.9419","8127.3415","8352.6773","9164.7238","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","0","20.238296","25.779078","30.838744","42.560453","48.086795","57.008614","62.04776","71.025345","75.012305","89.735571","108.67634","113.5952","130.49326","140.92827","155.46591","173.9021","182.62359","200.17821","212.51012","222.97536","245.24466","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.21289","350.13875","377.91067","397.75819","416.96946","431.96613","441.71873","458.74787","476.09909","486.33506","504.1956","518.97102","543.92579","565.4649","591.04682","606.11608","622.77161","635.41141","650.08036","676.51788","695.09159","717.9121","741.60939","758.47784","785.96657","812.34787","831.07388","854.37225","879.65264","899.13463","914.3094","967.55","986.21772","1015.1484","1031.8679","1059.0247","1073.0411","1088.9967","1105.07","1206.5746","1324.0591","1380.3367","1497.8499","1671.6532","1788.8715","2080.0957","2665.3973","3994.2024","4073.6275","4186.3778","4599.4516","6807.6537","7032.7863","7759.725","7964.9419","8125.6589","8350.9715","9168.2979"
"30","0","20.32235","25.779078","30.942482","42.560453","48.216313","57.008614","61.900823","71.182733","75.174048","89.735571","94.936312","108.48185","113.79422","129.42936","140.92827","155.46591","173.9021","182.62359","200.17821","212.51012","222.97536","245.24466","262.49088","272.56493","281.26137","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.74787","476.09909","485.92353","503.77659","518.97102","543.92579","565.4649","591.04682","605.65665","636.35274","650.08036","676.0325","695.09159","718.41229","741.60939","758.47784","786.48993","812.34787","831.61205","854.9179","879.09915","898.57505","914.3094","1031.2684","1088.9967","1206.5746","1497.8499","1789.661","2667.3249","3251.4665","3994.2024","4073.6275","4187.5856","4599.4516","5275.8131","7761.3693","7964.9419","8130.7072","8354.3832","9168.2979","10525.098","0","0","0","0","0","0","0","0","0","0","0"
"31","0","25.779078","30.942482","42.682306","48.086795","62.194871","75.012305","89.735571","108.48185","113.79422","130.28013","155.23328","173.65605","182.37144","200.17821","212.7823","223.25415","245.53704","262.49088","272.87316","281.26137","298.74124","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","417.35068","432.35414","458.74787","476.09909","486.33506","504.1956","518.97102","544.36118","565.90883","591.04682","609.33697","635.88199","650.08036","676.51788","694.59959","718.41229","742.11776","786.48993","798.04788","812.87994","854.9179","882.42272","899.6944","914.87386","1088.9967","1206.5746","2667.3249","3994.2024","4073.6275","4186.3778","4598.1859","4730.7569","7034.3517","7761.3693","7966.6078","8130.7072","8356.0893","9166.5108","9438.335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","0","25.779078","42.682306","48.086795","62.342156","75.012305","89.735571","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.44238","212.51012","223.25415","245.53704","262.49088","272.87316","281.57448","298.74124","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","417.35068","432.35414","458.34819","476.50644","486.33506","504.1956","518.97102","544.36118","565.90883","591.04682","609.33697","623.70354","635.88199","650.08036","677.97508","695.09159","718.41229","742.11776","798.04788","812.87994","854.9179","882.97726","899.13463","914.87386","1031.8679","1088.9967","1206.5746","1497.8499","1789.661","2307.3131","2667.3249","3643.6487","3994.2024","4074.8189","4187.5856","4599.4516","4847.0024","7761.3693","7966.6078","8129.0242","8354.3832","9168.2979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","0","20.32235","25.779078","30.942482","42.682306","48.086795","57.149629","62.342156","71.182733","75.012305","89.735571","96.947328","108.48185","113.79422","129.42936","155.46591","173.65605","182.37144","200.17821","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","309.15381","323.76235","332.55318","350.13875","378.2736","398.13052","416.96946","432.35414","458.74787","476.09909","503.77659","527.08132","543.92579","565.4649","590.59314","609.33697","636.82367","650.55634","677.97508","695.09159","718.91265","742.62632","759.50626","785.44338","798.04788","812.34787","854.9179","882.42272","899.13463","914.87386","1031.2684","1073.0411","1088.3808","1206.5746","1497.8499","3068.915","3994.2024","4073.6275","4185.1703","4596.9203","5275.8131","7537.7281","7966.6078","8127.3415","8350.9715","9166.5108","10525.098","0","0","0","0","0","0","0","0","0","0","0","0","0"
