"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85"
"11","1","25.779078","32.839553","42.804334","47.957452","64.272715","71.025345","75.012305","89.558848","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.18857","272.56493","281.26137","298.41872","308.82572","324.09828","332.21289","349.78958","377.91067","397.75819","416.58841","432.74233","458.34819","475.69191","485.92353","503.77659","518.12097","545.23249","565.02114","590.59314","604.2794","618.58656","633.53083","646.75338","660.59214","676.0325","691.65122","703.97746","717.9121","742.11776","780.74256","797.52069","812.34787","853.82677","882.97726","899.13463","914.3094","1031.8679","1088.3808","1205.9263","1380.3367","1497.1276","2306.4166","3527.418","3991.8435","4072.4363","4186.3778","4598.1859","4734.609","4844.4038","5955.2637","7032.7863","7247.2736","7963.2762","8125.6589","8350.9715","9171.8726","9434.7088","0","0","0","0","0","0","0","0"
"12","1","20.238296","25.873933","31.046394","42.804334","47.957452","57.008614","64.272715","71.025345","89.735571","96.947328","108.67634","113.79422","130.49326","155.46591","173.9021","182.62359","200.17821","212.51012","222.97536","238.56789","262.49088","272.87316","281.26137","298.41872","309.15381","332.55318","350.13875","378.2736","397.75819","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","518.97102","545.23249","565.4649","591.04682","609.7978","634.941","647.70308","661.55193","676.51788","692.63331","704.47277","718.41229","743.13504","781.26418","798.04788","812.87994","854.9179","884.08686","899.13463","914.87386","1032.4676","1073.0411","1088.9967","1105.07","1207.223","1322.7011","1497.8499","3994.2024","4074.8189","4187.5856","4600.7176","4733.3248","7035.9172","7761.3693","7968.2738","8130.7072","8354.3832","9177.2359","9440.1484","0","0","0","0","0","0","0","0","0","0"
"13","1","20.32235","25.779078","32.9466","42.804334","47.957452","57.008614","64.272715","71.182733","75.012305","90.444205","108.871","113.79422","129.42936","153.60969","173.65605","182.62359","193.89049","200.17821","212.7823","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","332.55318","350.13875","378.2736","397.75819","416.96946","432.74233","458.74787","476.09909","486.33506","504.1956","518.12097","545.66841","565.4649","591.04682","618.58656","634.47077","647.22814","661.55193","676.51788","692.63331","704.47277","718.41229","732.99361","781.78597","798.04788","812.87994","854.9179","882.97726","899.6944","914.87386","1032.4676","1088.9967","1207.223","1497.8499","3643.6487","3994.2024","4074.8189","4187.5856","4600.7176","5277.1689","7761.3693","7966.6078","8129.0242","8352.6773","9168.2979","10527.013","0","0","0","0","0","0","0","0","0","0","0","0"
"14","1","20.32235","25.779078","30.942482","42.804334","47.957452","57.008614","62.489616","71.182733","75.012305","89.735571","96.763637","108.67634","113.79422","130.49326","156.16487","174.88804","182.62359","200.44238","212.7823","222.97536","238.56789","262.49088","272.56493","281.57448","298.74124","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","519.39631","545.23249","565.4649","591.04682","609.7978","634.941","647.70308","661.55193","676.51788","693.12462","704.47277","718.41229","743.13504","781.26418","798.04788","812.87994","854.9179","884.08686","899.6944","914.87386","1032.4676","1088.9967","1105.07","1207.223","1381.0302","1498.5724","3643.6487","3994.2024","4074.8189","4187.5856","4600.7176","7763.0137","7968.2738","8130.7072","8356.0893","9171.8726","0","0","0","0","0","0","0","0","0","0","0"
"15","1","25.779078","32.9466","42.804334","47.957452","64.422439","75.012305","89.558848","108.67634","113.79422","130.49326","156.39821","173.9021","183.12841","194.15048","200.44238","212.7823","222.97536","238.85627","262.79337","272.87316","281.57448","298.74124","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","432.74233","458.74787","476.09909","486.33506","504.1956","518.12097","545.23249","565.4649","591.04682","604.73831","618.58656","634.47077","647.22814","661.07195","676.51788","692.63331","718.41229","743.13504","798.04788","812.87994","883.53197","899.6944","915.43851","3529.6354","3995.3821","4074.8189","4185.1703","4425.183","4599.4516","4746.1747","4878.2395","5959.5856","7037.4829","7764.6583","7969.94","8132.3903","8352.6773","8486.2625","8831.877","9170.0851","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","1","25.779078","32.839553","42.804334","47.957452","64.272715","75.012305","90.444205","100.65772","109.06584","130.49326","155.46591","173.9021","182.62359","194.15048","200.17821","212.51012","222.97536","238.85627","262.49088","272.56493","281.57448","298.74124","308.82572","324.43439","332.55318","350.13875","378.2736","397.75819","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","517.6962","545.66841","572.58866","591.04682","604.73831","618.58656","634.00071","647.22814","661.07195","676.51788","692.63331","703.97746","718.41229","732.48837","761.56521","798.04788","813.41218","882.97726","899.6944","914.87386","1032.4676","1088.9967","1207.223","1498.5724","3528.5266","3995.3821","4076.0104","4186.3778","4600.7176","4737.1779","5959.5856","7035.9172","7540.9695","7968.2738","8130.7072","8352.6773","9168.2979","9440.1484","0","0","0","0","0","0","0","0","0","0","0","0"
"17","1","25.779078","32.9466","42.682306","47.957452","64.272715","75.012305","89.735571","100.47055","108.871","113.79422","130.28013","155.23328","173.65605","182.11947","194.41064","200.44238","212.51012","223.25415","238.85627","245.53704","262.49088","272.87316","281.57448","298.41872","308.82572","324.43439","332.55318","350.13875","378.2736","396.27058","417.35068","433.13069","458.74787","476.09909","486.33506","503.77659","518.12097","545.66841","565.4649","591.04682","604.2794","618.58656","634.00071","647.22814","661.07195","676.51788","692.14218","703.97746","718.41229","732.99361","745.17169","781.26418","798.04788","812.87994","854.9179","883.53197","899.13463","914.3094","1088.9967","1207.223","1498.5724","3527.418","3994.2024","4074.8189","4186.3778","4599.4516","4734.609","5958.1448","7034.3517","7761.3693","7966.6078","8129.0242","8352.6773","9166.5108","9438.335","0","0","0","0","0","0","0","0","0"
"18","1","25.779078","31.046394","42.804334","48.086795","57.008614","64.422439","71.182733","75.012305","89.735571","108.67634","113.79422","130.06718","155.23328","173.9021","182.11947","200.44238","212.7823","223.25415","238.85627","262.49088","272.87316","281.57448","309.15381","324.09828","332.55318","350.13875","378.2736","398.50303","416.96946","433.13069","458.74787","476.09909","503.77659","519.82178","544.36118","565.4649","591.04682","618.58656","634.941","647.22814","661.07195","676.0325","692.63331","718.41229","743.13504","798.04788","812.87994","854.9179","882.97726","899.6944","914.87386","1032.4676","1088.9967","1207.223","1497.8499","2667.3249","3643.6487","3994.2024","4074.8189","4186.3778","4596.9203","4732.0407","7034.3517","7247.2736","7761.3693","7966.6078","8130.7072","8352.6773","8487.982","9164.7238","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","1","25.779078","32.839553","42.804334","47.957452","57.149629","64.272715","71.182733","75.012305","89.735571","96.763637","108.48185","113.79422","130.28013","155.23328","173.65605","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","332.21289","350.13875","377.91067","397.75819","416.58841","432.74233","458.34819","476.09909","503.35774","519.39631","544.36118","565.4649","590.59314","609.7978","634.941","647.22814","661.07195","676.0325","692.14218","703.97746","717.9121","732.48837","744.15302","760.02074","780.74256","797.52069","812.34787","854.37225","882.97726","898.57505","914.3094","1088.3808","1205.9263","3991.8435","4072.4363","4185.1703","4598.1859","4733.3248","4844.4038","5955.2637","7031.2211","7758.081","7963.2762","8125.6589","8350.9715","9200.4954","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","1","25.684398","31.046394","42.804334","47.957452","57.008614","64.272715","71.182733","75.012305","89.558848","108.871","113.79422","130.28013","155.23328","173.9021","182.37144","200.17821","212.7823","222.97536","238.56789","262.49088","272.87316","281.57448","298.41872","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.34819","476.09909","485.92353","503.77659","518.12097","545.23249","565.4649","591.04682","604.2794","618.58656","634.00071","646.75338","661.07195","676.0325","691.65122","703.97746","717.9121","732.48837","744.15302","760.53539","798.04788","812.87994","883.53197","899.13463","914.87386","3528.5266","3994.2024","4074.8189","4182.7557","4319.0474","4598.1859","4743.6034","4847.0024","5958.1448","7035.9172","7242.5075","7539.3487","7966.6078","8129.0242","8345.8553","9164.7238","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","1","25.779078","31.046394","42.804334","47.957452","57.008614","62.489616","71.182733","75.012305","89.735571","96.763637","108.48185","113.79422","130.49326","155.46591","173.9021","182.62359","200.44238","212.7823","222.97536","238.56789","262.49088","272.56493","281.26137","298.74124","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","519.82178","544.36118","565.4649","591.04682","609.33697","634.941","647.70308","661.07195","676.0325","693.12462","717.9121","742.62632","780.74256","797.52069","812.87994","882.97726","899.6944","914.87386","1031.8679","1088.9967","1206.5746","1381.0302","1497.8499","1788.8715","3642.5221","3993.0229","4073.6275","4185.1703","4422.7001","4595.6549","7245.6847","7537.7281","7759.725","7964.9419","8127.3415","8350.9715","8824.8621","9164.7238","0","0","0","0","0","0","0","0","0","0"
"22","1","25.779078","30.942482","42.804334","47.957452","57.008614","64.272715","71.182733","75.012305","89.558848","96.763637","108.67634","113.79422","130.28013","155.46591","173.9021","182.37144","200.44238","212.51012","222.97536","238.56789","245.53704","262.49088","272.56493","281.26137","298.41872","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","433.51923","458.34819","476.09909","485.92353","503.77659","518.54591","545.23249","565.4649","591.04682","604.2794","618.58656","634.47077","647.22814","661.07195","676.0325","691.65122","704.47277","718.41229","732.48837","744.15302","780.74256","798.04788","812.87994","854.37225","869.16606","884.08686","899.13463","914.87386","1088.3808","1104.4496","1206.5746","1497.8499","3529.6354","3994.2024","4074.8189","4185.1703","4599.4516","4735.8934","5958.1448","7037.4829","7247.2736","7542.5904","7966.6078","8129.0242","8350.9715","8826.6155","9166.5108","9440.1484","0","0","0","0","0"
"23","1","25.779078","31.046394","42.804334","48.086795","57.149629","64.422439","71.025345","75.012305","89.735571","96.947328","108.67634","113.79422","130.06718","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","308.82572","323.76235","332.21289","350.13875","377.91067","398.13052","416.96946","432.35414","458.34819","476.09909","503.35774","518.97102","543.92579","565.02114","590.59314","609.33697","635.41141","648.65347","676.0325","692.63331","717.9121","742.62632","759.50626","781.26418","797.52069","812.34787","854.37225","882.42272","899.13463","914.3094","1031.8679","1088.3808","1205.9263","1497.1276","2306.4166","3991.8435","4071.2453","4183.9629","4596.9203","4732.0407","4844.4038","5274.4574","7031.2211","7536.1077","7961.6107","8122.2943","8347.5606","9161.1505","10523.184","0","0","0","0","0","0","0","0","0","0","0","0"
"24","1","25.779078","31.046394","42.804334","48.086795","57.149629","64.272715","71.182733","75.012305","89.558848","96.763637","108.67634","113.79422","130.06718","155.23328","173.9021","182.37144","200.44238","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.74233","458.34819","476.09909","485.92353","503.77659","518.12097","545.23249","565.4649","590.59314","618.12243","634.47077","646.75338","661.07195","676.0325","692.14218","703.97746","717.9121","732.48837","744.15302","760.53539","797.52069","812.87994","882.97726","899.13463","914.87386","3527.418","3993.0229","4073.6275","4183.9629","4422.7001","4598.1859","4742.3179","4845.703","5956.7041","7032.7863","7537.7281","7964.9419","8125.6589","8349.266","8826.6155","9164.7238","9436.5218","0","0","0","0","0","0","0","0","0","0","0","0"
"25","1","25.779078","32.839553","42.804334","47.957452","64.272715","75.012305","89.558848","108.67634","113.79422","130.28013","155.23328","173.9021","183.38108","200.44238","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","398.13052","416.96946","432.74233","458.34819","476.09909","485.92353","503.77659","517.6962","545.23249","565.4649","590.59314","618.12243","634.47077","647.22814","661.07195","676.0325","692.14218","703.97746","718.41229","732.48837","744.15302","780.74256","797.52069","812.87994","854.37225","882.97726","899.13463","914.3094","1031.8679","1088.3808","1206.5746","1497.8499","3526.3095","3993.0229","4073.6275","4185.1703","4599.4516","4742.3179","5956.7041","7032.7863","7759.725","7964.9419","8125.6589","8350.9715","9164.7238","9434.7088","0","0","0","0","0","0","0","0","0","0","0","0"
"26","1","20.32235","25.684398","32.839553","42.682306","47.957452","62.489616","71.182733","75.012305","89.735571","96.763637","108.67634","113.79422","130.28013","155.23328","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.74124","309.15381","332.55318","350.13875","378.2736","397.75819","416.96946","433.13069","458.34819","476.09909","485.92353","503.77659","519.39631","544.36118","565.4649","591.04682","618.58656","634.941","647.22814","661.07195","676.0325","692.63331","718.41229","732.99361","760.02074","780.74256","797.52069","812.87994","854.37225","883.53197","899.13463","914.3094","1031.8679","1088.3808","1104.4496","1206.5746","1381.0302","1497.8499","1788.8715","3994.2024","4074.8189","4187.5856","4600.7176","4735.8934","7037.4829","7250.4518","7540.9695","7966.6078","8127.3415","8352.6773","9184.3896","0","0","0","0","0","0","0","0","0","0"
"27","1","25.779078","32.839553","42.804334","47.957452","57.008614","64.272715","71.182733","74.850736","89.558848","96.763637","108.67634","113.79422","130.49326","155.46591","173.65605","182.37144","200.17821","212.51012","222.69673","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","377.91067","397.75819","416.96946","432.74233","458.34819","476.09909","486.33506","503.77659","518.12097","545.23249","565.4649","590.59314","618.58656","634.47077","646.75338","661.07195","676.0325","692.14218","703.97746","717.9121","743.13504","781.26418","797.52069","812.34787","854.37225","882.97726","899.13463","914.87386","1031.8679","1088.3808","1206.5746","3527.418","3991.8435","4073.6275","4183.9629","4598.1859","4743.6034","4874.3294","5956.7041","7032.7863","7759.725","7964.9419","8127.3415","8349.266","9166.5108","0","0","0","0","0","0","0","0","0","0","0"
"28","1","20.32235","25.779078","32.839553","42.804334","47.957452","62.637249","71.182733","74.850736","90.266785","108.871","113.79422","130.49326","155.23328","173.9021","182.62359","200.17821","212.51012","222.97536","238.85627","262.49088","272.87316","281.57448","298.41872","309.15381","324.43439","332.55318","350.13875","378.2736","397.75819","417.35068","433.13069","458.74787","476.09909","486.74677","504.6148","518.97102","545.23249","565.4649","591.04682","605.65665","619.51535","634.47077","647.70308","661.55193","676.51788","693.12462","704.47277","718.91265","742.62632","781.26418","798.04788","812.87994","854.9179","883.53197","899.6944","915.43851","1032.4676","1073.0411","1089.6127","1207.223","1323.38","1381.0302","1498.5724","1789.661","2667.3249","3995.3821","4074.8189","4188.7935","4603.2499","7035.9172","7250.4518","7763.0137","7969.94","8130.7072","8356.0893","0","0","0","0","0","0","0","0","0"
"29","1","20.32235","25.779078","32.839553","42.804334","47.957452","64.272715","75.012305","90.444205","108.871","113.79422","130.49326","155.23328","173.9021","182.62359","194.15048","200.17821","212.51012","222.97536","238.85627","262.49088","272.87316","281.57448","298.74124","309.15381","332.55318","350.13875","378.2736","398.13052","416.96946","433.13069","458.34819","476.09909","486.33506","503.77659","518.12097","545.66841","573.03537","591.04682","618.58656","634.47077","647.22814","661.55193","676.51788","692.14218","704.47277","718.41229","732.99361","745.17169","761.05021","780.74256","797.52069","812.87994","854.37225","869.16606","883.53197","899.13463","914.3094","1206.5746","3528.5266","3994.2024","4074.8189","4187.5856","4599.4516","5959.5856","7037.4829","7247.2736","7539.3487","7763.0137","7968.2738","8130.7072","8354.3832","9166.5108","0","0","0","0","0","0","0","0","0","0","0","0"
"30","1","25.779078","30.942482","42.804334","47.957452","57.008614","64.123165","71.025345","74.850736","89.558848","96.763637","108.67634","113.79422","130.28013","155.46591","173.9021","182.37144","200.17821","212.51012","222.69673","238.56789","262.49088","272.56493","281.26137","298.41872","308.82572","324.09828","332.21289","350.13875","377.91067","397.75819","416.58841","432.35414","458.34819","476.09909","485.92353","503.77659","518.54591","544.79675","565.02114","590.59314","618.12243","634.00071","647.22814","661.07195","676.0325","692.14218","703.97746","717.9121","732.48837","780.22112","797.52069","812.34787","853.82677","882.97726","899.13463","914.3094","1031.8679","1088.3808","1205.9263","1497.1276","3527.418","3993.0229","4185.1703","4598.1859","4742.3179","5956.7041","7032.7863","7964.9419","8125.6589","8350.9715","9164.7238","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","1","25.779078","32.839553","42.804334","47.957452","57.008614","64.272715","71.182733","74.850736","89.735571","100.28354","108.67634","113.79422","130.49326","155.46591","173.9021","182.37144","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","397.75819","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","518.54591","545.23249","565.4649","590.59314","619.05087","634.00071","647.22814","661.07195","676.0325","693.12462","718.41229","741.60939","781.78597","797.52069","812.87994","854.9179","882.97726","899.6944","914.87386","1032.4676","1088.9967","1206.5746","1381.0302","1497.8499","1789.661","2307.3131","3643.6487","3994.2024","4074.8189","4187.5856","4600.7176","4734.609","4847.0024","7035.9172","7966.6078","8129.0242","8354.3832","9171.8726","9438.335","0","0","0","0","0","0","0","0","0"
"32","1","25.779078","31.046394","42.804334","47.957452","57.008614","64.272715","71.182733","75.012305","89.558848","96.763637","108.67634","113.79422","129.42936","155.23328","173.9021","182.62359","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.57448","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","397.75819","416.96946","433.13069","458.74787","476.09909","486.33506","504.1956","518.97102","545.23249","565.4649","591.04682","609.33697","620.44484","647.70308","661.55193","676.0325","693.12462","718.41229","741.60939","781.78597","798.04788","812.87994","854.9179","883.53197","900.25434","915.43851","1032.4676","1089.6127","1207.223","1381.0302","1498.5724","1789.661","3643.6487","3994.2024","4074.8189","4187.5856","4600.7176","4734.609","7035.9172","7763.0137","7969.94","8132.3903","8356.0893","9171.8726","0","0","0","0","0","0","0","0","0","0","0"
"33","1","20.32235","25.779078","31.046394","42.804334","47.957452","57.008614","64.272715","71.182733","75.012305","89.558848","96.763637","108.67634","113.5952","130.28013","155.46591","173.9021","182.62359","200.17821","212.51012","222.97536","238.56789","262.49088","272.56493","281.26137","298.41872","309.15381","324.09828","332.55318","350.13875","378.2736","397.75819","416.96946","433.13069","458.34819","476.09909","486.33506","504.1956","518.54591","545.23249","565.4649","590.59314","619.05087","634.47077","647.22814","661.07195","676.0325","693.12462","718.41229","742.11776","781.26418","797.52069","812.87994","854.37225","883.53197","899.6944","914.87386","1032.4676","1088.9967","1104.4496","1206.5746","1497.8499","3532.9629","3995.3821","4076.0104","4188.7935","4600.7176","4737.1779","7048.4477","7968.2738","8129.0242","8356.0893","9211.2404","9449.2181","0","0","0","0","0","0","0","0","0","0","0"
